customer_id,gender,age,marital_status,occupation,location,first_purchase_date,preferred_payment
152,Male,44,Married,Doctor,London,2023-10-10,Cash
153,Male,44,Married,Analyst,London,2024-09-02,Cash
154,Female,40,Married,Trader,Glasgow,2025-04-12,Card
155,Female,49,Single,Doctor,Birmingham,2024-11-02,Mobile Money
156,Female,60,Single,Trader,Manchester,2023-12-15,Cash
157,Male,37,Single,Teacher,London,2023-07-07,Card
158,Female,29,Single,Engineer,Glasgow,2025-03-14,Card
159,Male,33,Single,Trader,London,2024-05-04,Card
160,Male,38,Married,Analyst,London,2024-07-24,Mobile Money
161,Male,23,Married,Teacher,Birmingham,2025-02-27,Card
162,Female,42,Married,Analyst,Glasgow,2024-03-30,Mobile Money
163,Male,50,Single,Trader,London,2024-05-21,Cash
164,Female,30,Married,Engineer,Birmingham,2023-10-07,Cash
165,Male,64,Single,Teacher,London,2024-08-06,Mobile Money
166,Male,52,Married,Trader,Glasgow,2025-04-14,Mobile Money
167,Female,44,Single,Trader,Birmingham,2024-10-13,Cash
168,Female,39,Single,Engineer,Manchester,2024-12-09,Card
169,Female,19,Married,Teacher,Leeds,2025-04-15,Cash
170,Male,56,Married,Doctor,Birmingham,2025-02-13,Card
171,Male,53,Married,Engineer,Birmingham,2024-04-11,Cash
172,Female,23,Single,Trader,Manchester,2023-06-27,Mobile Money
173,Female,57,Single,Analyst,Leeds,2025-03-24,Card
174,Female,31,Married,Teacher,London,2024-10-23,Card
175,Female,36,Single,Analyst,Leeds,2023-11-11,Card
176,Female,43,Married,Doctor,Manchester,2024-11-27,Mobile Money
177,Female,25,Single,Trader,Birmingham,2024-02-01,Card
178,Female,23,Single,Teacher,Leeds,2023-08-12,Card
179,Female,33,Married,Doctor,Birmingham,2025-03-30,Card
180,Male,63,Married,Doctor,Manchester,2024-08-01,Card
181,Female,28,Single,Engineer,Glasgow,2024-08-06,Mobile Money
182,Female,65,Married,Doctor,Manchester,2024-02-06,Card
183,Male,21,Married,Doctor,Birmingham,2024-07-12,Card
184,Male,44,Married,Trader,Leeds,2024-04-22,Card
185,Male,46,Single,Analyst,Glasgow,2023-08-13,Cash
186,Male,28,Married,Analyst,Leeds,2023-09-29,Cash
187,Male,40,Married,Trader,Glasgow,2023-08-17,Card
188,Female,36,Married,Doctor,Birmingham,2025-03-14,Mobile Money
189,Male,51,Married,Trader,Leeds,2024-07-24,Mobile Money
190,Male,18,Married,Analyst,Leeds,2023-07-20,Mobile Money
191,Female,59,Married,Doctor,Manchester,2023-05-19,Mobile Money
192,Male,21,Married,Trader,London,2025-01-01,Mobile Money
193,Female,56,Married,Trader,Leeds,2025-02-23,Mobile Money
194,Male,39,Married,Analyst,Birmingham,2024-08-07,Mobile Money
195,Male,22,Married,Trader,Birmingham,2023-09-18,Cash
196,Female,24,Single,Engineer,Birmingham,2024-01-01,Cash
197,Male,61,Single,Teacher,Birmingham,2025-01-25,Mobile Money
198,Male,33,Married,Teacher,Birmingham,2023-11-28,Card
199,Female,34,Married,Analyst,Glasgow,2023-11-04,Card
200,Female,60,Married,Doctor,Birmingham,2024-09-18,Card
201,Female,50,Single,Engineer,Glasgow,2024-12-03,Cash
202,Female,24,Single,Engineer,Birmingham,2024-04-18,Card
203,Male,60,Single,Trader,Glasgow,2023-09-25,Cash
204,Female,58,Single,Engineer,Manchester,2025-01-31,Cash
205,Female,22,Single,Teacher,Manchester,2025-02-19,Cash
206,Male,50,Single,Analyst,London,2024-12-14,Card
207,Female,34,Married,Doctor,Glasgow,2024-04-18,Mobile Money
208,Male,44,Married,Trader,Glasgow,2024-09-07,Cash
209,Male,21,Married,Analyst,Birmingham,2024-12-14,Mobile Money
210,Female,24,Married,Trader,Glasgow,2024-05-16,Mobile Money
211,Female,52,Married,Teacher,Manchester,2023-06-15,Card
212,Male,36,Married,Analyst,London,2024-12-19,Card
213,Female,27,Married,Analyst,London,2024-05-24,Cash
214,Female,42,Married,Teacher,Manchester,2023-07-09,Cash
215,Male,61,Single,Trader,Birmingham,2023-06-01,Mobile Money
216,Male,60,Married,Engineer,Glasgow,2024-11-04,Mobile Money
217,Female,65,Married,Trader,London,2024-03-22,Mobile Money
218,Female,49,Single,Engineer,Glasgow,2024-05-04,Mobile Money
219,Male,47,Single,Engineer,Glasgow,2024-12-01,Mobile Money
220,Female,35,Single,Analyst,Manchester,2023-07-04,Mobile Money
221,Female,40,Married,Engineer,London,2024-01-22,Card
222,Male,50,Married,Engineer,Birmingham,2024-01-20,Cash
223,Male,38,Married,Analyst,London,2024-09-26,Cash
224,Male,45,Married,Analyst,Glasgow,2024-10-22,Cash
225,Male,30,Married,Analyst,London,2023-06-10,Cash
226,Male,57,Single,Teacher,Manchester,2023-11-24,Cash
227,Female,32,Married,Engineer,Manchester,2023-05-21,Card
228,Female,44,Single,Engineer,Manchester,2025-03-03,Card
229,Female,19,Married,Engineer,Birmingham,2025-01-31,Cash
230,Female,31,Single,Analyst,London,2023-12-19,Card
231,Female,18,Single,Engineer,Glasgow,2023-11-02,Card
232,Male,33,Married,Teacher,Leeds,2024-01-01,Card
233,Female,43,Single,Engineer,London,2024-06-09,Mobile Money
234,Female,49,Single,Doctor,London,2023-09-11,Mobile Money
235,Female,52,Married,Analyst,Leeds,2024-07-30,Card
236,Male,30,Married,Engineer,Birmingham,2024-10-02,Cash
237,Female,56,Married,Analyst,Manchester,2024-09-09,Card
238,Female,55,Single,Engineer,London,2024-03-12,Card
239,Male,52,Single,Engineer,Leeds,2025-03-12,Card
240,Male,19,Single,Engineer,London,2024-08-07,Mobile Money
241,Female,32,Married,Analyst,Manchester,2025-02-16,Cash
242,Male,44,Married,Teacher,Glasgow,2024-05-16,Card
243,Male,43,Married,Teacher,Birmingham,2024-09-14,Card
244,Male,42,Married,Trader,London,2025-02-20,Mobile Money
245,Female,53,Married,Analyst,Manchester,2024-11-23,Cash
246,Female,34,Single,Trader,London,2024-11-19,Card
247,Male,40,Single,Doctor,Leeds,2023-05-21,Mobile Money
248,Male,33,Single,Analyst,London,2024-10-03,Card
249,Female,56,Married,Analyst,London,2023-11-09,Mobile Money
250,Female,25,Married,Teacher,London,2023-07-08,Mobile Money
251,Male,61,Single,Doctor,Glasgow,2024-01-14,Card
252,Female,21,Married,Teacher,Glasgow,2025-03-27,Cash
253,Male,43,Single,Analyst,Leeds,2023-07-13,Card
254,Female,37,Married,Doctor,Leeds,2024-09-01,Mobile Money
255,Male,26,Single,Doctor,Leeds,2023-09-07,Mobile Money
256,Male,18,Married,Engineer,Leeds,2024-01-20,Card
257,Male,50,Single,Engineer,Leeds,2025-03-12,Cash
258,Female,54,Single,Doctor,Manchester,2023-06-04,Mobile Money
259,Female,23,Single,Engineer,Birmingham,2023-06-03,Cash
260,Female,34,Single,Doctor,Leeds,2024-10-24,Cash
261,Male,28,Single,Analyst,Leeds,2024-11-11,Mobile Money
262,Female,24,Married,Doctor,Leeds,2024-12-02,Card
263,Female,45,Married,Teacher,London,2025-04-06,Cash
264,Female,55,Single,Doctor,Glasgow,2023-10-29,Card
265,Female,52,Married,Engineer,Birmingham,2024-10-27,Mobile Money
266,Male,54,Single,Teacher,Glasgow,2023-11-07,Mobile Money
267,Male,64,Married,Analyst,Manchester,2024-05-22,Mobile Money
268,Female,62,Single,Teacher,Glasgow,2024-03-13,Mobile Money
269,Male,52,Married,Teacher,Leeds,2025-03-07,Card
270,Female,21,Single,Analyst,Birmingham,2023-06-12,Card
271,Female,57,Married,Engineer,Leeds,2024-01-08,Mobile Money
272,Male,32,Married,Trader,London,2023-09-23,Mobile Money
273,Female,61,Single,Teacher,London,2025-03-17,Mobile Money
274,Female,65,Single,Doctor,London,2024-11-15,Mobile Money
275,Male,19,Married,Analyst,Leeds,2024-06-29,Cash
276,Female,29,Married,Teacher,Manchester,2023-10-02,Cash
277,Female,31,Single,Engineer,Manchester,2024-10-24,Card
278,Female,61,Single,Doctor,Birmingham,2023-12-07,Mobile Money
279,Male,59,Single,Trader,Leeds,2025-01-17,Cash
280,Female,27,Single,Doctor,Manchester,2023-11-03,Card
281,Female,56,Married,Trader,Birmingham,2023-11-18,Cash
282,Female,42,Single,Engineer,Glasgow,2023-11-03,Cash
283,Male,51,Single,Engineer,Leeds,2023-09-26,Mobile Money
284,Female,34,Married,Engineer,London,2025-02-14,Mobile Money
285,Male,38,Single,Engineer,Leeds,2024-09-10,Card
286,Female,26,Single,Doctor,Birmingham,2023-09-04,Cash
287,Male,47,Single,Analyst,London,2024-06-28,Cash
288,Female,52,Married,Engineer,Leeds,2023-07-02,Mobile Money
289,Female,29,Single,Engineer,Birmingham,2024-09-14,Mobile Money
290,Male,35,Single,Analyst,London,2024-12-27,Cash
291,Female,45,Married,Engineer,Birmingham,2024-10-18,Mobile Money
292,Female,50,Single,Analyst,London,2024-06-30,Mobile Money
293,Female,36,Married,Engineer,Birmingham,2024-03-08,Cash
294,Male,29,Single,Trader,Manchester,2025-04-05,Card
295,Female,60,Single,Doctor,Manchester,2024-10-08,Mobile Money
296,Male,58,Single,Analyst,Glasgow,2024-10-07,Cash
297,Male,42,Married,Analyst,Manchester,2025-01-10,Cash
298,Male,34,Single,Doctor,Leeds,2023-08-14,Cash
299,Female,43,Married,Analyst,Birmingham,2023-08-28,Card
300,Female,46,Married,Teacher,Leeds,2025-03-21,Card
301,Male,25,Single,Analyst,London,2024-02-20,Cash
302,Male,51,Married,Doctor,Birmingham,2024-09-22,Mobile Money
303,Female,36,Married,Analyst,Birmingham,2024-12-12,Cash
304,Male,26,Married,Analyst,Manchester,2024-07-24,Card
305,Male,46,Single,Engineer,London,2024-03-12,Card
306,Male,38,Single,Analyst,Manchester,2023-08-15,Mobile Money
307,Female,55,Single,Teacher,Birmingham,2025-04-03,Mobile Money
308,Female,30,Married,Engineer,Leeds,2024-03-30,Cash
309,Female,50,Married,Doctor,London,2024-10-12,Card
310,Male,20,Single,Teacher,London,2024-07-21,Cash
311,Male,40,Married,Trader,Manchester,2023-08-16,Mobile Money
312,Male,41,Single,Teacher,Manchester,2024-12-08,Card
313,Male,28,Single,Doctor,Birmingham,2023-09-15,Cash
314,Male,51,Married,Doctor,Glasgow,2023-09-07,Card
315,Male,54,Single,Teacher,Glasgow,2023-08-06,Card
316,Male,30,Married,Doctor,Birmingham,2024-02-10,Mobile Money
317,Male,50,Married,Analyst,Birmingham,2023-07-15,Mobile Money
318,Male,32,Single,Teacher,Manchester,2024-01-04,Cash
319,Female,32,Single,Analyst,Manchester,2024-10-13,Mobile Money
320,Male,22,Single,Analyst,Glasgow,2023-12-23,Card
321,Female,30,Single,Doctor,Manchester,2024-02-11,Mobile Money
322,Male,46,Single,Teacher,Glasgow,2023-05-22,Card
323,Female,38,Single,Teacher,Manchester,2023-08-31,Mobile Money
324,Male,51,Married,Analyst,Birmingham,2023-05-27,Mobile Money
325,Female,26,Single,Doctor,Birmingham,2024-07-02,Mobile Money
326,Female,37,Single,Analyst,Glasgow,2023-06-03,Mobile Money
327,Male,63,Single,Trader,London,2023-09-04,Mobile Money
328,Male,27,Single,Trader,Birmingham,2023-08-28,Card
329,Female,38,Single,Teacher,Glasgow,2023-11-16,Mobile Money
330,Male,32,Married,Teacher,Glasgow,2024-01-08,Cash
331,Female,23,Single,Trader,Manchester,2023-07-05,Cash
332,Female,39,Single,Engineer,London,2023-08-01,Card
333,Male,52,Single,Analyst,Glasgow,2023-11-18,Card
334,Female,48,Married,Trader,Leeds,2024-05-30,Mobile Money
335,Male,30,Single,Analyst,Manchester,2025-02-27,Cash
336,Female,53,Single,Trader,London,2023-08-25,Card
337,Female,29,Single,Engineer,London,2024-01-14,Card
338,Male,26,Single,Engineer,Birmingham,2024-05-28,Mobile Money
339,Male,19,Married,Analyst,Manchester,2023-06-29,Cash
340,Female,51,Married,Doctor,Manchester,2023-10-20,Mobile Money
341,Male,60,Married,Trader,Manchester,2024-07-21,Cash
342,Female,64,Single,Teacher,Leeds,2025-03-06,Mobile Money
343,Female,43,Single,Trader,London,2024-04-30,Cash
344,Female,38,Single,Trader,Glasgow,2023-09-18,Cash
345,Female,27,Single,Analyst,London,2024-02-07,Cash
346,Male,45,Single,Teacher,Leeds,2025-03-06,Cash
347,Male,47,Single,Teacher,London,2025-03-11,Card
348,Female,62,Single,Trader,Manchester,2024-04-26,Mobile Money
349,Female,50,Single,Trader,Manchester,2023-06-29,Cash
350,Male,40,Married,Engineer,Glasgow,2024-02-06,Cash
351,Male,35,Single,Teacher,Birmingham,2024-04-19,Cash
352,Male,50,Single,Engineer,Glasgow,2024-11-05,Card
353,Male,19,Single,Trader,Manchester,2023-09-08,Cash
354,Male,28,Single,Doctor,Birmingham,2023-12-27,Card
355,Male,54,Single,Trader,Leeds,2024-05-23,Mobile Money
356,Female,26,Married,Teacher,Birmingham,2023-10-08,Mobile Money
357,Male,64,Single,Analyst,Glasgow,2024-10-09,Card
358,Male,51,Single,Trader,Birmingham,2024-12-29,Cash
359,Female,22,Single,Doctor,Manchester,2023-07-14,Mobile Money
360,Male,51,Single,Engineer,London,2025-02-02,Cash
361,Female,48,Single,Analyst,Glasgow,2025-02-19,Cash
362,Female,60,Married,Doctor,Leeds,2023-12-19,Cash
363,Male,53,Single,Engineer,London,2024-02-27,Cash
364,Female,45,Married,Engineer,London,2024-10-04,Cash
365,Female,28,Single,Trader,Birmingham,2024-04-30,Cash
366,Male,48,Married,Engineer,Birmingham,2023-06-20,Cash
367,Female,44,Single,Analyst,Leeds,2023-06-17,Mobile Money
368,Male,27,Single,Engineer,Leeds,2025-01-01,Mobile Money
369,Male,31,Married,Analyst,London,2023-09-30,Mobile Money
370,Female,41,Single,Trader,Manchester,2024-05-09,Mobile Money
371,Female,45,Single,Doctor,Glasgow,2023-10-25,Cash
372,Male,31,Married,Teacher,London,2025-03-06,Cash
373,Female,55,Married,Doctor,Birmingham,2025-04-13,Mobile Money
374,Female,31,Married,Trader,Manchester,2024-06-23,Cash
375,Male,35,Single,Analyst,London,2023-12-19,Cash
376,Male,50,Married,Teacher,London,2024-06-02,Mobile Money
377,Male,47,Single,Analyst,Birmingham,2024-09-18,Cash
378,Male,19,Married,Analyst,Glasgow,2023-06-23,Mobile Money
379,Male,64,Single,Doctor,Manchester,2023-05-20,Card
380,Male,42,Single,Trader,Glasgow,2023-12-08,Mobile Money
381,Male,23,Married,Trader,Birmingham,2023-10-29,Cash
382,Female,36,Single,Doctor,London,2025-01-18,Mobile Money
383,Female,49,Married,Teacher,London,2025-04-03,Card
384,Male,36,Married,Trader,London,2024-06-29,Card
385,Male,21,Single,Doctor,Glasgow,2024-05-18,Card
386,Male,33,Single,Analyst,Birmingham,2024-09-14,Card
387,Male,57,Single,Doctor,Manchester,2025-04-15,Mobile Money
388,Male,27,Single,Engineer,London,2024-11-25,Mobile Money
389,Male,49,Married,Analyst,Manchester,2024-07-18,Card
390,Female,29,Married,Doctor,Birmingham,2024-08-13,Cash
391,Female,30,Married,Teacher,London,2024-05-05,Mobile Money
392,Male,50,Married,Teacher,Glasgow,2024-06-14,Card
393,Male,24,Married,Doctor,Manchester,2024-07-01,Card
394,Female,60,Single,Doctor,Manchester,2023-08-02,Card
395,Female,64,Single,Analyst,Manchester,2023-12-12,Cash
396,Female,56,Single,Engineer,Manchester,2024-09-24,Card
397,Male,41,Single,Teacher,Glasgow,2023-06-01,Cash
398,Female,27,Married,Doctor,Manchester,2023-12-23,Card
399,Female,26,Single,Teacher,London,2024-02-11,Cash
400,Male,47,Married,Teacher,Leeds,2024-02-19,Card
401,Male,26,Single,Trader,Manchester,2024-06-06,Cash
402,Male,20,Married,Engineer,Glasgow,2024-10-10,Mobile Money
403,Male,42,Married,Teacher,Birmingham,2024-11-13,Cash
404,Male,23,Single,Doctor,London,2024-09-16,Card
405,Male,18,Single,Analyst,Glasgow,2024-05-18,Mobile Money
406,Female,41,Married,Trader,Manchester,2024-12-16,Card
407,Male,19,Single,Engineer,London,2024-11-02,Card
408,Female,33,Married,Engineer,Manchester,2024-07-26,Card
409,Male,21,Married,Doctor,Glasgow,2023-08-07,Card
410,Male,34,Married,Doctor,London,2023-08-14,Card
411,Male,50,Single,Teacher,Manchester,2024-09-02,Cash
412,Female,63,Married,Analyst,London,2025-03-30,Cash
413,Female,37,Married,Engineer,Leeds,2024-06-07,Cash
414,Male,62,Single,Trader,Leeds,2024-10-15,Mobile Money
415,Female,60,Married,Teacher,Manchester,2024-10-25,Card
416,Male,23,Single,Teacher,Leeds,2023-12-02,Card
417,Male,63,Single,Engineer,Glasgow,2023-11-28,Cash
418,Female,44,Married,Engineer,Manchester,2024-01-10,Mobile Money
419,Female,38,Single,Trader,London,2025-04-14,Card
420,Female,19,Married,Trader,Manchester,2024-06-19,Card
421,Female,47,Single,Doctor,Leeds,2024-12-12,Card
422,Male,35,Single,Teacher,Manchester,2024-10-05,Card
423,Male,51,Married,Doctor,Manchester,2023-11-24,Mobile Money
424,Male,27,Married,Analyst,Leeds,2023-07-14,Cash
425,Female,55,Single,Trader,Glasgow,2024-11-04,Card
426,Female,34,Single,Doctor,Manchester,2024-10-17,Card
427,Male,56,Married,Doctor,Glasgow,2024-09-06,Card
428,Female,55,Married,Doctor,Leeds,2024-10-02,Mobile Money
429,Male,63,Single,Analyst,Glasgow,2023-09-28,Card
430,Female,27,Married,Trader,London,2023-12-29,Cash
431,Male,24,Married,Trader,Birmingham,2024-02-26,Mobile Money
432,Male,41,Married,Doctor,London,2025-03-29,Mobile Money
433,Male,43,Married,Analyst,Manchester,2024-02-02,Card
434,Female,54,Married,Engineer,Leeds,2024-01-27,Mobile Money
435,Female,50,Single,Trader,Birmingham,2025-03-21,Mobile Money
436,Male,63,Married,Trader,Manchester,2023-07-15,Mobile Money
437,Male,20,Married,Doctor,London,2023-12-14,Card
438,Male,59,Single,Engineer,Manchester,2024-12-02,Card
439,Female,46,Married,Doctor,Manchester,2024-07-25,Card
440,Male,40,Married,Trader,Leeds,2025-03-23,Mobile Money
441,Male,37,Single,Teacher,Leeds,2023-12-04,Card
442,Female,23,Married,Engineer,Glasgow,2024-03-26,Card
443,Male,44,Married,Teacher,Glasgow,2023-07-26,Card
444,Female,49,Married,Engineer,Birmingham,2023-05-22,Mobile Money
